成交时间,成交品种,下单方向,开平标志,委托价格,成交价格,成交手数,委托单号,成交单号
2020-11-12 00:10:54.000000,sc2012,BUY,OPEN,253.70000000000002,253.7,1,        1323,       67469
2020-11-12 00:10:54.000000,sc2012,BUY,OPEN,253.70000000000002,253.7,1,        1324,       67471
2020-11-12 00:10:55.000000,sc2012,BUY,OPEN,253.70000000000002,253.7,1,        1325,       67472
2020-11-12 00:10:55.000000,sc2012,BUY,OPEN,253.70000000000002,253.7,1,        1326,       67473
2020-11-12 00:10:55.000000,sc2012,BUY,OPEN,253.70000000000002,253.7,1,        1327,       67474
2020-11-12 00:10:55.000000,sc2012,BUY,OPEN,253.70000000000002,253.7,1,        1328,       67475
2020-11-12 00:10:55.000000,sc2012,BUY,OPEN,253.70000000000002,253.7,1,        1329,       67476
2020-11-12 00:10:56.000000,sc2012,BUY,OPEN,253.70000000000002,253.7,1,        1330,       67477
2020-11-12 00:10:56.000000,sc2012,BUY,OPEN,253.70000000000002,253.7,1,        1331,       67478
2020-11-12 00:10:56.000000,sc2012,BUY,OPEN,253.70000000000002,253.7,1,        1332,       67479
2020-11-12 00:10:56.000000,sc2012,BUY,OPEN,253.70000000000002,253.7,1,        1333,       67480
2020-11-12 00:10:57.000000,sc2012,BUY,OPEN,253.70000000000002,253.7,1,        1334,       67481
2020-11-12 00:11:14.000000,sc2012,BUY,OPEN,253.70000000000002,253.7,1,        1335,       67498
2020-11-12 00:11:14.000000,sc2012,BUY,OPEN,253.70000000000002,253.7,1,        1336,       67499
2020-11-12 00:11:14.000000,sc2012,BUY,OPEN,253.70000000000002,253.7,1,        1337,       67502
2020-11-12 00:11:14.000000,sc2012,BUY,OPEN,253.70000000000002,253.7,1,        1338,       67503
2020-11-12 00:11:15.000000,sc2012,BUY,OPEN,253.70000000000002,253.7,1,        1339,       67505
2020-11-12 00:11:15.000000,sc2012,BUY,OPEN,253.70000000000002,253.7,1,        1340,       67507
2020-11-12 00:11:15.000000,sc2012,BUY,OPEN,253.70000000000002,253.7,1,        1341,       67508
2020-11-12 00:11:15.000000,sc2012,BUY,OPEN,253.70000000000002,253.7,1,        1342,       67509
2020-11-12 00:11:15.000000,sc2012,BUY,OPEN,253.70000000000002,253.7,1,        1343,       67510
2020-11-12 00:11:15.000000,sc2012,BUY,OPEN,253.70000000000002,253.7,1,        1344,       67513
2020-11-12 00:11:16.000000,sc2012,BUY,OPEN,253.70000000000002,253.7,1,        1345,       67514
2020-11-12 00:11:16.000000,sc2012,BUY,OPEN,253.70000000000002,253.7,1,        1346,       67515
2020-11-12 00:11:16.000000,sc2012,BUY,OPEN,253.70000000000002,253.7,1,        1347,       67516
2020-11-12 00:11:16.000000,sc2012,BUY,OPEN,253.70000000000002,253.7,1,        1348,       67518
2020-11-12 00:11:16.000000,sc2012,BUY,OPEN,253.70000000000002,253.7,1,        1349,       67519
2020-11-12 00:11:17.000000,sc2012,BUY,OPEN,253.70000000000002,253.7,1,        1350,       67521
2020-11-12 00:11:17.000000,sc2012,BUY,OPEN,253.70000000000002,253.7,1,        1351,       67522
2020-11-12 00:11:17.000000,sc2012,BUY,OPEN,253.70000000000002,253.7,1,        1352,       67523
2020-11-12 00:11:17.000000,sc2012,BUY,OPEN,253.70000000000002,253.7,1,        1353,       67525
2020-11-12 00:11:17.000000,sc2012,BUY,OPEN,253.70000000000002,253.7,1,        1354,       67526
2020-11-12 00:11:18.000000,sc2012,BUY,OPEN,253.70000000000002,253.7,1,        1355,       67527
2020-11-12 00:11:18.000000,sc2012,BUY,OPEN,253.70000000000002,253.7,1,        1356,       67528
2020-11-12 00:11:18.000000,sc2012,BUY,OPEN,253.70000000000002,253.7,1,        1357,       67529
2020-11-12 00:11:36.000000,sc2012,SELL,CLOSE,253.6,253.6,71,        1359,       67545
2020-11-12 00:24:30.000000,sc2012,BUY,OPEN,253.5,253.5,1,        1406,       69429
2020-11-12 00:24:36.000000,sc2012,BUY,OPEN,253.5,253.5,1,        1407,       69431
2020-11-12 00:24:38.000000,sc2012,BUY,OPEN,253.5,253.5,1,        1408,       69433
2020-11-12 00:24:40.000000,sc2012,BUY,OPEN,253.5,253.5,1,        1409,       69436
2020-11-12 00:24:42.000000,sc2012,BUY,OPEN,253.5,253.5,1,        1410,       69437
2020-11-12 00:24:43.000000,sc2012,BUY,OPEN,253.5,253.5,1,        1411,       69439
2020-11-12 00:24:45.000000,sc2012,BUY,OPEN,253.5,253.5,1,        1412,       69442
2020-11-12 00:24:46.000000,sc2012,BUY,OPEN,253.5,253.5,1,        1413,       69443
2020-11-12 00:24:47.000000,sc2012,BUY,OPEN,253.5,253.5,1,        1414,       69444
2020-11-12 00:24:49.000000,sc2012,BUY,OPEN,253.5,253.5,1,        1415,       69445
2020-11-12 00:24:50.000000,sc2012,BUY,OPEN,253.5,253.5,1,        1416,       69446
2020-11-12 00:24:51.000000,sc2012,BUY,OPEN,253.5,253.5,1,        1417,       69447
2020-11-12 00:24:52.000000,sc2012,BUY,OPEN,253.5,253.5,1,        1418,       69448
2020-11-12 00:24:55.000000,sc2012,BUY,OPEN,253.5,253.5,1,        1419,       69449
2020-11-12 00:24:57.000000,sc2012,BUY,OPEN,253.4,253.4,1,        1420,       69450
2020-11-12 00:25:00.000000,sc2012,BUY,OPEN,253.4,253.4,1,        1421,       69456
2020-11-12 00:25:02.000000,sc2012,BUY,OPEN,253.4,253.4,1,        1422,       69464
2020-11-12 00:25:04.000000,sc2012,BUY,OPEN,253.4,253.4,1,        1423,       69467
2020-11-12 00:25:06.000000,sc2012,BUY,OPEN,253.4,253.4,1,        1424,       69469
2020-11-12 00:25:08.000000,sc2012,BUY,OPEN,253.5,253.5,1,        1425,       69470
2020-11-12 00:25:12.000000,sc2012,BUY,OPEN,253.5,253.5,1,        1426,       69473
2020-11-12 00:25:14.000000,sc2012,BUY,OPEN,253.5,253.5,1,        1427,       69478
2020-11-12 00:25:17.000000,sc2012,BUY,OPEN,253.5,253.5,1,        1429,       69486
2020-11-12 00:25:18.000000,sc2012,BUY,OPEN,253.5,253.5,1,        1430,       69489
2020-11-12 00:25:19.000000,sc2012,BUY,OPEN,253.5,253.5,1,        1431,       69492
2020-11-12 00:25:20.000000,sc2012,BUY,OPEN,253.5,253.5,1,        1432,       69495
2020-11-12 00:25:21.000000,sc2012,BUY,OPEN,253.5,253.5,1,        1433,       69499
2020-11-12 00:25:22.000000,sc2012,BUY,OPEN,253.5,253.5,1,        1434,       69502
2020-11-12 00:25:23.000000,sc2012,BUY,OPEN,253.5,253.5,1,        1435,       69503
2020-11-12 00:25:23.000000,sc2012,BUY,OPEN,253.5,253.5,1,        1436,       69506
2020-11-12 00:25:24.000000,sc2012,BUY,OPEN,253.5,253.5,1,        1437,       69510
2020-11-12 00:25:25.000000,sc2012,BUY,OPEN,253.5,253.5,1,        1438,       69515
2020-11-12 00:25:27.000000,sc2012,BUY,OPEN,253.5,253.5,1,        1439,       69520
2020-11-12 00:25:28.000000,sc2012,BUY,OPEN,253.5,253.5,1,        1440,       69523
2020-11-12 00:25:36.000000,sc2012,SELL,CLOSE,253.3,253.3,34,        1442,       69531
2020-11-12 09:06:13.000000,sc2012,BUY,OPEN,252.1,252.1,1,        2551,       79958
2020-11-12 09:06:16.000000,sc2012,BUY,OPEN,252.1,252.1,1,        2552,       80031
2020-11-12 09:06:18.000000,sc2012,BUY,OPEN,252.1,252.1,1,        2553,       80052
2020-11-12 09:07:22.000000,i2101,BUY,CLOSE,836.0,836.0,10,       56780,       80928
2020-11-12 09:07:25.000000,i2101,BUY,OPEN,836.5,836.5,1,       56789,       80944
2020-11-12 09:07:27.000000,i2101,BUY,OPEN,836.0,836.0,1,       56791,       80952
2020-11-12 09:07:29.000000,i2101,BUY,OPEN,836.5,836.5,1,       56796,       80964
2020-11-12 09:07:30.000000,i2101,BUY,OPEN,836.5,836.5,1,       56800,       80970
2020-11-12 09:07:30.000000,i2101,BUY,OPEN,836.5,836.5,1,       56804,       80976
2020-11-12 09:07:31.000000,i2101,SELL,CLOSE,836.0,836.0,1,       56814,       80989
2020-11-12 09:07:34.000000,i2101,SELL,CLOSE,836.0,836.0,1,       56837,       81012
2020-11-12 09:07:35.000000,i2101,SELL,CLOSE,836.0,836.0,1,       56843,       81022
2020-11-12 09:07:37.000000,i2101,SELL,CLOSE,836.0,836.0,1,       56850,       81039
2020-11-12 09:07:40.000000,i2101,SELL,CLOSE,836.0,836.0,1,       56871,       81069
2020-11-12 09:11:26.000000,i2101,SELL,OPEN,837.5,837.5,1,       58399,       83430
2020-11-12 09:11:28.000000,i2101,SELL,OPEN,837.5,837.5,1,       58411,       83448
2020-11-12 09:11:30.000000,i2101,SELL,OPEN,837.5,837.5,1,       58418,       83467
2020-11-12 09:11:32.000000,i2101,SELL,OPEN,837.5,837.5,1,       58430,       83485
2020-11-12 09:11:34.000000,i2101,SELL,OPEN,837.5,837.5,1,       58461,       83517
2020-11-12 09:11:39.000000,i2101,SELL,OPEN,837.5,837.5,1,       58491,       83547
2020-11-12 09:11:41.000000,i2101,SELL,OPEN,837.5,837.5,1,       58495,       83554
2020-11-12 09:13:42.000000,i2101,BUY,OPEN,836.5,836.5,1,       59188,       84566
2020-11-12 09:14:15.000000,i2101,BUY,OPEN,837.5,837.5,1,       59522,       85008
2020-11-12 09:14:31.000000,i2101,BUY,OPEN,838.0,838.0,1,       59567,       85091
2020-11-12 09:15:04.000000,i2101,BUY,CLOSE,838.5,838.5,1,       59713,       85341
2020-11-12 09:15:05.000000,i2101,BUY,CLOSE,838.5,838.5,1,       59730,       85364
2020-11-12 09:15:06.000000,i2101,BUY,CLOSE,838.5,838.5,1,       59764,       85411
2020-11-12 09:15:07.000000,i2101,BUY,CLOSE,838.5,838.5,1,       59791,       85437
2020-11-12 09:15:08.000000,i2101,BUY,CLOSE,838.5,838.5,1,       59809,       85500
2020-11-12 09:15:08.000000,i2101,BUY,CLOSE,838.5,838.5,1,       59863,       85511
2020-11-12 09:15:09.000000,i2101,BUY,CLOSE,838.5,838.5,1,       59906,       85555
2020-11-12 09:15:10.000000,i2101,SELL,CLOSE,838.0,838.0,1,       59931,       85577
2020-11-12 09:15:10.000000,i2101,SELL,CLOSE,838.0,838.0,1,       59949,       85594
2020-11-12 09:15:12.000000,i2101,SELL,CLOSE,838.0,838.0,1,       59966,       85614
2020-11-12 09:15:15.000000,i2101,BUY,OPEN,838.5,838.5,1,       59987,       85661
2020-11-12 09:15:18.000000,i2101,SELL,CLOSE,838.0,838.0,1,       60021,       85701
2020-11-12 09:15:20.000000,i2101,BUY,OPEN,838.5,838.5,1,       60036,       85722
2020-11-12 09:15:21.000000,i2101,SELL,CLOSE,838.0,838.0,1,       60042,       85727
2020-11-12 09:15:22.000000,i2101,SELL,OPEN,838.0,838.0,1,       60053,       85735
2020-11-12 09:15:24.000000,i2101,BUY,CLOSE,838.5,838.5,1,       60062,       85765
2020-11-12 09:15:25.000000,i2101,SELL,OPEN,838.0,838.0,1,       60063,       85771
2020-11-12 09:15:25.000000,i2101,SELL,OPEN,838.0,838.0,1,       60083,       85788
2020-11-12 09:15:26.000000,i2101,SELL,OPEN,838.0,838.0,1,       60086,       85796
2020-11-12 09:15:26.000000,i2101,SELL,OPEN,838.0,838.0,1,       60087,       85816
2020-11-12 09:15:26.000000,i2101,SELL,OPEN,838.0,838.0,1,       60088,       85822
2020-11-12 09:15:27.000000,i2101,SELL,OPEN,838.0,838.0,1,       60096,       85837
2020-11-12 09:15:27.000000,i2101,SELL,OPEN,838.0,838.0,1,       60098,       85840
2020-11-12 09:15:27.000000,i2101,SELL,OPEN,838.0,838.0,1,       60102,       85846
2020-11-12 09:15:33.000000,i2101,BUY,CLOSE,838.5,838.5,1,       60131,       85922
2020-11-12 09:15:34.000000,i2101,BUY,CLOSE,838.5,838.5,1,       60133,       85941
2020-11-12 09:15:36.000000,i2101,BUY,OPEN,838.5,838.5,1,       60144,       85949
2020-11-12 09:15:37.000000,i2101,BUY,CLOSE,838.5,838.5,1,       60150,       85960
2020-11-12 09:15:38.000000,i2101,BUY,CLOSE,838.5,838.5,1,       60155,       85966
2020-11-12 09:15:39.000000,i2101,SELL,OPEN,838.0,838.0,1,       60160,       85979
2020-11-12 09:15:39.000000,i2101,SELL,OPEN,838.0,838.0,1,       60165,       85982
2020-11-12 09:15:40.000000,i2101,SELL,OPEN,838.0,838.0,1,       60166,       85986
2020-11-12 09:15:41.000000,i2101,BUY,OPEN,838.5,838.5,1,       60169,       85992
2020-11-12 09:15:42.000000,i2101,BUY,OPEN,838.5,838.5,1,       60172,       86006
2020-11-12 09:15:42.000000,i2101,BUY,OPEN,838.5,838.5,1,       60173,       86017
2020-11-12 09:15:42.000000,i2101,BUY,OPEN,838.5,838.5,1,       60174,       86019
2020-11-12 09:15:42.000000,i2101,BUY,OPEN,838.5,838.5,1,       60175,       86021
2020-11-12 09:15:42.000000,i2101,BUY,OPEN,838.5,838.5,1,       60176,       86022
2020-11-12 09:15:43.000000,i2101,BUY,OPEN,838.5,838.5,1,       60178,       86023
2020-11-12 09:17:11.000000,sc2012,BUY,OPEN,253.1,253.1,3,        2624,       86860
2020-11-12 09:17:17.000000,sc2012,BUY,OPEN,253.1,253.1,3,        2625,       86886
2020-11-12 09:17:34.000000,sc2012,BUY,OPEN,253.1,253.1,3,        2628,       87065
